Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
beerNolsonCanuck,items,Food,New,Nolson Canuck Beer,,,,,
beerNolsonCanuckDesc,items,Food,New,"Canadian beer that doesn't taste like piss water.",,,,,
GreenTea,items,Food,New,Green Tea,,,,,
GreenTeaDesc,items,Food,New,"Tea made from green tea extract.",,,,,
hotChocolate,items,Food,New,Hot Chocolate,,,,,
hotChocolateDesc,items,Food,New,"Nice hot chocolate made from cocoa.",,,,,
MossyBrew,items,Food,New,Mossy Brew,,,,,
MossyBrewDesc,items,Food,New,"A nice brew made from hanging moss, zinc and other ingredients.",,,,,
chickenstock,items,Food,New,Chicken Stock,,,,,
chickenstockDesc,items,Food,New,"Chicken stock can be eaten by itself or crafted into soups.",,,,,
beefstock,items,Food,New,Beef Stock,,,,,
beefstockDesc,items,Food,New,"Beef stock can be eaten by itself or crafted into soups.",,,,,
potatosoup,items,Food,New,Potato Soup,,,,,
potatosoupDesc,items,Food,New,"Soup made from potatoes.  Will replenish some hydration and hunger and regain some health.",,,,,
Leeksoup,items,Food,New,Leek Soup,,,,,
LeeksoupDesc,items,Food,New,"Soup made from leeks.  Will replenish some hydration and hunger and regain some health.",,,,,
onionsoup,items,Food,New,Onion Soup,,,,,
onionsoupDesc,items,Food,New,"Soup made from onions.  Will replenish some hydration and hunger and regain some health.",,,,,
cucumbersoup,items,Food,New,Cucumber Soup,,,,,
cucumbersoupDesc,items,Food,New,"Soup made from cucumbers.  Will replenish some hydration and hunger and regain some health.",,,,,
chickensoup,items,Food,New,Chicken Soup,,,,,
chickensoupDesc,items,Food,New,"Soup made from chicken.  Will replenish some hydration and hunger and regain some health.",,,,,
bearsoup,items,Food,New,Bear Soup,,,,,
bearsoupDesc,items,Food,New,"Soup made from raw red meat.  Will replenish some hydration and hunger and regain some health.",,,,,
eggdropsoup,items,Food,New,Egg Drop Soup,,,,,
eggdropsoupDesc,items,Food,New,"Soup made from egg drops.  Will replenish some hydration and hunger and regain some health.",,,,,
Dough,items,Food,New,Dough,,,,,
DoughDesc,items,Food,New,"Dough can be used to craft bread and other recipes.",,,,,
Flour,items,Food,New,Flour,,,,,
FlourDesc,items,Food,New,"Key ingredient for crafting bread.",,,,,
pepper,items,Food,New,Pepper,,,,,
pepperDesc,items,Food,New,"Can be eaten alone, but is also a key ingredient in many recipes.",,,,,
Yeast,items,Food,New,Yeast,,,,,
YeastDesc,items,Food,New,"Key ingredient for making dough.",,,,,
ZincPowder,items,Food,New,Zinc Powder,,,,,
ZincPowderDesc,items,Food,New,"Key ingredient in many health items.",,,,,
PumpkinPie,items,Food,New,Pumpkin Pie,,,,,
PumpkinPieDesc,items,Food,New,"Nice pie made out of pumpkin.  Cook Class Exclusive.",,,,,
FruitPie,items,Food,New,Fruit Pie,,,,,
FruitPieDesc,items,Food,New,"A pie made of fruit.  Great source of hunger replenishment and health recovery.  Cook Class Exclusive.",,,,,
StrawberryPie,items,Food,New,Strawberry Pie,,,,,
StrawberryPieDesc,items,Food,New,"A pie made of strawberries.  Great source of hunger replenishment and health recovery.  Cook Class Exclusive.",,,,,
blackberryPie,items,Food,New,Blackberry Pie,,,,,
blackberryPieDesc,items,Food,New,"A pie made of blackberries.  Great source of hunger replenishment and health recovery.  Cook Class Exclusive.",,,,,
ChocolatePumpkinPie,items,Food,New,Chocolate Pumpkin Pie,,,,,
ChocolatePumpkinPieDesc,items,Food,New,"A pie made from chocolate and pumpkin.  Great source of hunger replenishment and health recovery.  Cook Class Exclusive.",,,,,
ChocolatePie,items,Food,New,Chocolate Pie,,,,,
ChocolatePieDesc,items,Food,New,"A pie made of chocolate.  Great source of hunger replenishment and health recovery.  Cook Class Exclusive.",,,,,
bakedPumpkin,items,Food,New,Baked Pumpkin,,,,,
bakedPumpkinDesc,items,Food,New,"Pumpkin baked to perfection.  Replenishes a little bit of your health and hunger.  Cook Class Exclusive.",,,,,
BlackberryJam,items,Food,New,Blackberry Jam,,,,,
BlackberryJamDesc,items,Food,New,"Blackberry jam is great for making sandwiches with.  Cook Class Exclusive.",,,,,
BlueberryJam,items,Food,New,Blueberry Jam,,,,,
BlueberryJamDesc,items,Food,New,"Blueberry jam is great for making sandwiches with.  Cook Class Exclusive.",,,,,
BlackberryJamSandwich,items,Food,New,Blackberry Jam Sandwich,,,,,
BlackberryJamSandwichDesc,items,Food,New,"A sandwich made with blackberry jam.  Cook Class Exclusive.",,,,,
BlueberryJamSandwich,items,Food,New,Blueberry Jam Sandwich,,,,,
BlueberryJamSandwichDesc,items,Food,New,"A sandwich made with blueberry jam.  Cook Class Exclusive.",,,,,
Smallmeatpie,items,Food,New,Small Meat Pie,,,,,
SmallmeatpieDesc,items,Food,New,"A small pie made of meat.  Replenishes some hunger and recovers some health.  Cook Class Exclusive.",,,,,
Turkeydinner,items,Food,New,Turkey Dinner,,,,,
TurkeydinnerDesc,items,Food,New,"A big turkey dinner that will fill you up and recover a fair portion of your health.  Cook Class Exclusive.",,,,,
Roastbeef,items,Food,New,Roast Beef Dinner,,,,,
RoastbeefDesc,items,Food,New,"A nice sunday night roast beef dinner.  Replenishes a fair chunk of hunger and health.  Cook Class Exclusive.",,,,,
wedgesalad,items,Food,New,Wedge Salad,,,,,
wedgesaladDesc,items,Food,New,"A healthy salad that will replenish some hunger and health. Cook Class Exclusive.",,,,,
largesalad,items,Food,New,Large Salad,,,,,
largesaladDesc,items,Food,New,"A healthy salad that will replenish some hunger and health.  Cook Class Exclusive.",,,,,
clubsalad,items,Food,New,Club Salad,,,,,
clubsaladDesc,items,Food,New,"A healthy salad that will replenish some hunger and health.  Cook Class Exclusive.",,,,,
Chocolatecoveredstrawberries,items,Food,New,Chocolate Covered Strawberries,,,,,
ChocolatecoveredstrawberriesDesc,items,Food,New,"Strawberries covered in chocolate.  Cook Class Exclusive.",,,,,
Chocolatecoveredblueberries,items,Food,New,Chocolate Covered Blueberries,,,,,
ChocolatecoveredblueberriesDesc,items,Food,New,"Blueberries covered in chocolate.  Cook Class Exclusive.",,,,,
Chocolatecoveredblackberries,items,Food,New,Chocolate Covered Blackberries,,,,,
ChocolatecoveredblackberriesDesc,items,Food,New,"Blackberries covered in chocolate.  Cook Class Exclusive.",,,,,
Chocolatecoveredcoffeebeans,items,Food,New,Chocolate Covered Coffee Beans,,,,,
ChocolatecoveredcoffeebeansDesc,items,Food,New,"Coffee beans covered in chocolate.  Cook Class Exclusive.",,,,,
chocolatecookies,items,Food,New,Chocolate Cookies,,,,,
chocolatecookiesDesc,items,Food,New,"Homemade chocolate chip cookies, fresh out of the oven.  Cook Class Exclusive.",,,,,
chocolatecake,items,Food,New,Chocolate Cake,,,,,
chocolatecakeDesc,items,Food,New,"Delicious chocolate cake made with cocoa beans.  Cook Class Exclusive.",,,,,
mochacoffee,items,Food,New,Mocha Coffee,,,,,
mochacoffeeDesc,items,Food,New,"Nice hot mocha coffee.  Cook Class Exclusive.",,,,,
pumpkinspicecoffee,items,Food,New,Pumpkin Spice Coffee,,,,,
pumpkinspicecoffeeDesc,items,Food,New,"Hot pumpkin spice coffee.  Cook Class Exclusive.",,,,,
blackberrytea,items,Food,New,Blackberry Tea,,,,,
blackberryteaDesc,items,Food,New,"Nice hot blackberry tea.  Cook Class Exclusive.",,,,,
fruittea,items,Food,New,Fruit Tea,,,,,
fruitteaDesc,items,Food,New,"Hot fruit tea.  Good for you.  Cook Class Exclusive.",,,,,
icetea,items,Food,New,Iced Tea,,,,,
iceteaDesc,items,Food,New,"Cold tea that will help cool you.  Cook Class Exclusive.",,,,,
icedcoffee,items,Food,New,Iced Coffee,,,,,
icedcoffeeDesc,items,Food,New,"Cold coffee that will help cool you.  Cook Class Exclusive.",,,,,
icedmochacoffee,items,Food,New,Iced Mocha Coffee,,,,,
icedmochacoffeeDesc,items,Food,New,"Cold mocha coffee that will help cool you.  Cook Class Exclusive.",,,,,
icedpumpkinspicecoffee,items,Food,New,Iced Pumpkin Spice Coffee,,,,,
icedpumpkinspicecoffeeDesc,items,Food,New,"Cold pumpkin spice coffee that will help cool you.  Cook Class Exclusive.",,,,,
icedblackberrytea,items,Food,New,Iced Blackberry Tea,,,,,
icedblackberryteaDesc,items,Food,New,"Cold blackberry tea that will help cool you.  Cook Class Exclusive.",,,,,
icedfruittea,items,Food,New,Iced Fruit Tea,,,,,
icedfruitteaDesc,items,Food,New,"Cold fruit tea that will help cool you.  Cook Class Exclusive.",,,,,
Melonsangria,items,Food,New,Melon Sangria,,,,,
MelonsangriaDesc,items,Food,New,"A sangria made with melons.",,,,,
strawberrysangria,items,Food,New,Strawberry Sangria,,,,,
strawberrysangriaDesc,items,Food,New,"A sangria made with strawberries.",,,,,
blackberrysangria,items,Food,New,Blackberry Sangria,,,,,
blackberrysangriaDesc,items,Food,New,"A sangria made with blackberries.",,,,,
blueberrysangria,items,Food,New,Blueberry Sangria,,,,,
blueberrysangriaDesc,items,Food,New,"A sangria made with blueberries.",,,,,
fruitsangria,items,Food,New,Fruit Sangria,,,,,
fruitsangriaDesc,items,Food,New,"A sangria made with fruit.",,,,,
longisland,items,Food,New,Long Island,,,,,
longislandDesc,items,Food,New,"A nice alcoholic beverage.",,,,,
Melondaiquiri,items,Food,New,Melon Daiquiri,,,,,
MelondaiquiriDesc,items,Food,New,"A daiquiri made with melons.",,,,,
strawberrydaiquiri,items,Food,New,Strawberry Daiquiri,,,,,
strawberrydaiquiriDesc,items,Food,New,"A daiquiri made with strawberries.",,,,,
blackberrydaiquiri,items,Food,New,Blackberry Daiquiri,,,,,
blackberrydaiquiriDesc,items,Food,New,"A daiquiri made with blackberries.",,,,,
blueberrydaiquiri,items,Food,New,Blueberry Daiquiri,,,,,
blueberrydaiquiriDesc,items,Food,New,"A daiquiri made with blueberries.",,,,,
fruitdaiquiri,items,Food,New,Fruit Daiquiri,,,,,
fruitdaiquiriDesc,items,Food,New,"A daiquiri made with fruit.",,,,,
fryingPan,items,Item,KgNone,Frying Pan,,,,,
fryingPanDesc,items,Item,KgNone,"A frying pan is used in a player oven.",,,,,
roastingPan,items,Item,KgNone,Roasting Pan,,,,,
roastingPanDesc,items,Item,KgNone,"A roasting pan is used in a player oven.",,,,,
loafPan,items,Item,KgNone,Loaf Pan,,,,,
loafPanDesc,items,Item,KgNone,"A loaf pan is used in a player oven.",,,,,
waterEmptyBarrel,items,Item,KgNone,Water Barrel (Empty),,,,,
waterEmptyBarrelDesc,items,Item,KgNone,"A empty water barrel that can be filled at a water source and then placed on the ground for a place to fill your bottles.  Will dry out over time once placed.",,,,,
waterFullBarrel,items,Item,KgNone,Water Barrel (Full),,,,,
waterFullBarrelDesc,items,Item,KgNone,"A full water barrel that can be placed on the ground and can be used to fill your jars with.  Once placed will dry out over time.",,,,,
FishingPole,items,Item,KgNone,Fishing Pole,,,,,
FishingPoleDesc,items,Item,KgNone,"A fishing pole will need to be bated first with worms.  Worms can be found by digging dirt/clay.",,,,,
FishingPoleBated,items,Item,KgNone,Fishing Pole (Baited),,,,,
FishingPoleBatedDesc,items,Item,KgNone,"A baited fishing pole can be used on water sources to attempt to catch fish.  Go near water and right click.  A loot frame should appear where fish can be found.  <A17 Note:  Not currently working>",,,,,
Worms,items,Item,KgNone,Worms,,,,,
WormsDesc,items,Item,KgNone,"Worms are used to bait a fishing pole.",,,,,
Fish,items,Item,KgNone,Fish,,,,,
FishDesc,items,Food,New,"Fish can be used to craft several food recipes.",,,,,
FishGrilled,items,Food,New,Grilled Fish,,,,,
FishGrilledDesc,items,Food,New,"Simply grilled fish.  Will replenish some food.",,,,,
FishStew,items,Food,New,Fish Stew,,,,,
FishStewDesc,items,Food,New,"A stew made with fish.  Will replenish a fair amount of hunger and health.",,,,,
ImmunizationShot,items,Medical,New,Immunization Shot,,,,,
ImmunizationShotDesc,items,Medical,New,"A immunization shot will prevent you from getting infected for a longer period of time and will also cure any infection you may have.  Survivalist Class Exclusive.",,,,,
VitaminA,items,Medical,New,Vitamin A,,,,,
VitaminB,items,Medical,New,Vitamin B,,,,,
VitaminC,items,Medical,New,Vitamin C,,,,,
VitaminD,items,Medical,New,Vitamin D,,,,,
vitaminsDesc,items,Medical,New,"These vitamins will increase your health over time.  Will also cure dysentery and food poisoning.  Survivalist Class Exclusive.",,,,,
LegBoosterShot,items,Medical,New,Leg Booster Shot,,,,,
LegBoosterShotDesc,items,Medical,New,"A leg booster shot will prevent any future injuries to your leg or arms for the duration of the buff.  Survivalist Class Exclusive.",,,,,
AdvancedSplint,items,Medical,New,Advanced Splint,,,,,
AdvancedSplintDesc,items,Medical,New,"A advanced splint will significantly decrease the time your arm or leg will take to heal.  Also cannot get reinjured while the buff is active.  Survivalist Class Exclusive.",,,,,
TraumaFirstAidBandage,items,Medical,New,Trauma First Aid Bandage,,,,,
TraumaFirstAidBandageDesc,items,Medical,New,"A trauma first aid bandage will cure any bleed type damage and will significantly recover some of your health.  Survivalist Class Exclusive.",,,,,
TraumaFirstAidKit,items,Medical,New,Trauma First Aid Kit,,,,,
TraumaFirstAidKitDesc,items,Medical,New,"A trauma first aid kit will cure any bleed type damage and will instantly recover a huge portion of health.  Survivalist Class Exclusive.",,,,,
ExtraStrengthPainkillers,items,Medical,New,Extra Strength Painkillers,,,,,
ExtraStrengthPainkillersDesc,items,Medical,New,"These pills will significantly increase your overall health.  Survivalist Class Exclusive.",,,,,
energypill,items,Medical,New,Energy Pill,,,,,
energypillDesc,items,Medical,New,"A energy pill will help keep you full of stamina.",,,,,
TungstenFragment,items,Item,KgNone,Tungsten Fragment,,,,,
TungstenFragmentDesc,items,Item,KgNone,"Found in a tungsten resource block deep in the ground.  Can be turned into many tungsten recipes when smelted into a tungsten forge.",,,,,
ForgedTungsten,items,Item,KgNone,Forged Tungsten,,,,,
ForgedTungstenDesc,items,Item,KgNone,"Crafted in the tungsten forge.  Can be used to craft many powerful tools and weapons.",,,,,
CopperFragment,items,Item,KgNone,Copper Fragment,,,,,
CopperFragmentDesc,items,Item,KgNone,"Copper fragments and zinc fragments can be used to craft brass.",,,,,
ZincFragment,items,Item,KgNone,Zinc Fragment,,,,,
ZincFragmentDesc,items,Item,KgNone,"Zinc fragments and copper fragments can be used to craft brass.",,,,,
Twine,items,Item,KgNone,Twine,,,,,
TwineDesc,items,Item,KgNone,"Key ingredient in many recipes.",,,,,
BlueprintPaper,items,Item,KgNone,Blueprint Paper,,,,,
BlueprintPaperDesc,items,Item,KgNone,"Blueprint paper is used to craft book crates at a blueprint workstation.",,,,,
HouseholdChemicals,items,Item,KgNone,Household Chemicals,,,,,
HouseholdChemicalsDesc,items,Item,KgNone,"These chemicals are used to craft several ingredients.",,,,,
Kevlar,items,Item,KgNone,Kevlar,,,,,
KevlarDesc,items,Item,KgNone,"Very strong material used in many recipes such as kevlar armor.  Protection Class Exclusive.",,,,,
rebar,items,Item,KgNone,Rebar,,,,,
rebarDesc,items,Item,KgNone,"Rebar is used to craft rebar frames at a builders workstation.  Builder Class Exclusive.",,,,,
woodAndNails,items,Item,KgNone,Wood and Nails,,,,,
woodAndNailsDesc,items,Item,KgNone,"Wood and Nails is required to upgrade wooden blocks to a reinforced state.",,,,,
scrapIronAndRivets,items,Item,KgNone,Iron and Rivets,,,,,
scrapIronAndRivetsDesc,items,Item,KgNone,"Iron and rivets is required to upgrade scrap iron blocks to a reinforced state.",,,,,
rivet,items,Item,KgNone,Rivet,,,,,
rivetDesc,items,Item,KgNone,"Rivets are required to craft iron and rivets.",,,,,
portlandCement,items,Item,KgNone,Portland Cement,,,,,
portlandCementDesc,items,Item,KgNone,"Portland cement is required to craft portland concret mix in a cement mixer.  Builder Class Exclusive.",,,,,
portlandConcreteMix,items,Item,KgNone,Portland Concrete Mix,,,,,
portlandConcreteMixDesc,items,Item,KgNone,"Portland concrete mix is required to upgrade concrete blocks to reinforced state or fill in rebar blocks.  Builder Class Exclusive.",,,,,
tungstenPlating,items,Item,KgNone,Tungsten Plating,,,,,
tungstenPlatingDesc,items,Item,KgNone,"Tungsten plating is required to upgrade steel blocks to tungsten blocks.",,,,,
sparkPlug,items,Item,KgNone,Spark Plug,,,,,
sparkPlugDesc,items,Item,KgNone,"Spark plugs is a key ingredient in crafting engine parts.",,,,,
valve,items,Item,KgNone,Valve,,,,,
valveDesc,items,Item,KgNone,"Valves is a key ingredient in crafting engine parts.",,,,,
piston,items,Item,KgNone,Piston,,,,,
pistonDesc,items,Item,KgNone,"Pistons is a key ingredient in crafting engine parts.",,,,,
crankshaft,items,Item,KgNone,Crankshaft,,,,,
crankshaftDesc,items,Item,KgNone,"Crankshafts is a key ingredient in crafting engine parts.",,,,,
engineParts,items,Item,KgNone,Engine Parts,,,,,
enginePartsDesc,items,Item,KgNone,"Engine parts consists of spark plugs, pistons, valves and crankshafts.  Used with other parts to craft engines.  Mechanic Class Exclusive.",,,,,
enginePartsECO,items,Item,KgNone,ECO Engine Parts,,,,,
enginePartsECODesc,items,Item,KgNone,"ECO engine parts consists of spark plugs, pistons, valves and crankshafts.  Used with other parts to craft eco engines.  Mechanic Class Exclusive.",,,,,
enginePartsHD,items,Item,KgNone,HD Engine Parts,,,,,
enginePartsHDDesc,items,Item,KgNone,"HD engine parts consists of spark plugs, pistons, valves and crankshafts.  Used with other parts to craft hd engines.  Mechanic Class Exclusive.",,,,,
fireLog,items,Item,KgNone,Firelog,,,,,
fireLogDesc,items,Item,KgNone,"Great resource for burning.  Crafted with wood and coal.  Burns longer than wood alone.",,,,,
handlewood,items,Item,KgNone,Wood Handle,,,,,
handlewoodDesc,items,Item,KgNone,"A wood handle is used in many tool recipes.",,,,,
handlemetal,items,Item,KgNone,Metal Handle,,,,,
handlemetalDesc,items,Item,KgNone,"A metal handle is used in many tool recipes.",,,,,
handlefiberglass,items,Item,KgNone,Fiberglass Handle,,,,,
handlefiberglassDesc,items,Item,KgNone,"A fiberglass handle is used in many tool recipes.",,,,,
calipers,items,Item,KgNone,Calipers,,,,,
calipersDesc,items,Item,KgNone,"Calipers is a tool that can be used in a ammo workstation, blueprint workstation and a gun smithing workstation.",,,,,
rivetGun,items,Item,KgNone,Rivet Gun,,,,,
rivetGunDesc,items,Item,KgNone,"A rivet gun is a tool used in a builders workstation.  Required for crafting scrap iron frames.",,,,,
rebarBender,items,Item,KgNone,Rebar Bender,,,,,
rebarBenderDesc,items,Item,KgNone,"A rebar bender is used in a builders workstation.  Required for crafting rebar frames.",,,,,
weldingTool,items,Item,KgNone,Welding Torch,,,,,
weldingToolDesc,items,Item,KgNone,"A welding torch is a tool used in a builders workstation.  Required for crafting rebar frames.",,,,,
hammerRounding,items,Item,KgNone,Rounding Hammer,,,,,
